Date,Open,High,Low,Close,Volume,Day,Weekday,Week,Month,Year
2021-03-02,368.1610200417904,368.3971296649014,364.5532580833802,365.0632629394531,79595300.0,2.0,1.0,9.0,3.0,2021.0
2021-03-03,364.3548518013864,365.33704685993314,360.12375793467703,360.2276611328125,119940200.0,3.0,2.0,9.0,3.0,2021.0
2021-03-04,360.0388097084294,362.6643473200026,351.21775846923066,355.7699584960937,183433000.0,4.0,3.0,9.0,3.0,2021.0
2021-03-05,359.32102845516323,363.38213090068587,351.93554201305096,362.3149108886719,152039600.0,5.0,4.0,9.0,3.0,2021.0
2021-03-06,359.32102845516323,363.38213090068587,351.93554201305096,362.3149108886719,152039600.0,5.0,4.0,9.0,3.0,2021.0
2021-03-07,359.32102845516323,363.38213090068587,351.93554201305096,362.3149108886719,152039600.0,5.0,4.0,9.0,3.0,2021.0
2021-03-08,363.28763721508136,366.1398304838052,360.2276663690353,360.510986328125,123149200.0,8.0,0.0,10.0,3.0,2021.0
2021-03-09,364.4115984316323,368.2460164089609,363.9015935750587,365.65826416015625,113633600.0,9.0,1.0,10.0,3.0,2021.0
2021-03-10,368.0381988647241,369.653180443051,366.6026628864305,367.9342956542969,109899400.0,10.0,2.0,10.0,3.0,2021.0
2021-03-11,370.4370366875005,373.6669994625936,369.97424233167743,371.664794921875,86245000.0,11.0,3.0,10.0,3.0,2021.0
2021-03-12,370.2859820215094,372.307065273487,369.4643251992488,372.1654052734375,64653600.0,12.0,4.0,10.0,3.0,2021.0
2021-03-13,370.2859820215094,372.307065273487,369.4643251992488,372.1654052734375,64653600.0,12.0,4.0,10.0,3.0,2021.0
2021-03-14,370.2859820215094,372.307065273487,369.4643251992488,372.1654052734375,64653600.0,12.0,4.0,10.0,3.0,2021.0
2021-03-15,372.4203483058429,374.6492377180652,370.2481517087687,374.3847961425781,73427200.0,15.0,0.0,11.0,3.0,2021.0
2021-03-16,375.0081496215402,375.7259031821311,373.1286976706678,373.91259765625,73722500.0,16.0,1.0,11.0,3.0,2021.0
2021-03-17,372.6092341500416,375.999764122925,371.4475646875674,375.18756103515625,97959300.0,17.0,2.0,11.0,3.0,2021.0
2021-03-18,372.5620134976693,374.67754596748256,369.03924842787467,369.7286987304688,115349100.0,18.0,3.0,11.0,3.0,2021.0
2021-03-19,369.4236235546316,371.02495426639285,366.83685188570126,369.0446166992188,113624500.0,19.0,4.0,11.0,3.0,2021.0
2021-03-20,369.4236235546316,371.02495426639285,366.83685188570126,369.0446166992188,113624500.0,19.0,4.0,11.0,3.0,2021.0
2021-03-21,369.4236235546316,371.02495426639285,366.83685188570126,369.0446166992188,113624500.0,19.0,4.0,11.0,3.0,2021.0
2021-03-22,369.5657156776233,373.3937510952082,369.5088661000266,371.9913940429688,73778600.0,22.0,0.0,12.0,3.0,2021.0
2021-03-23,371.3470613897416,372.8157235997657,368.2675841162878,369.0635070800781,90686600.0,23.0,1.0,12.0,3.0,2021.0
2021-03-24,370.48485937634734,372.1430396932492,367.1400739509088,367.18743896484375,97588600.0,24.0,2.0,12.0,3.0,2021.0
2021-03-25,365.7282030551319,370.0583998475133,363.7573214267062,369.2530212402344,116128600.0,25.0,3.0,12.0,3.0,2021.0
2021-03-26,370.4185307141513,375.6110144219351,369.8121255114941,375.2035827636719,114409100.0,26.0,4.0,12.0,3.0,2021.0
2021-03-27,370.4185307141513,375.6110144219351,369.8121255114941,375.2035827636719,114409100.0,26.0,4.0,12.0,3.0,2021.0
2021-03-28,370.4185307141513,375.6110144219351,369.8121255114941,375.2035827636719,114409100.0,26.0,4.0,12.0,3.0,2021.0
2021-03-29,373.7064399120075,375.93314485193406,372.1998682078959,375.0140380859375,108107600.0,29.0,0.0,13.0,3.0,2021.0
2021-03-30,373.72540205792205,374.7013583857122,372.3988347712134,374.0191345214844,76262200.0,30.0,1.0,13.0,3.0,2021.0
2021-03-31,374.597109294312,377.1175466185609,374.5686845052416,375.53515625,112734200.0,31.0,2.0,13.0,3.0,2021.0
2021-04-01,377.49653967642456,379.6474546643085,377.2880815920562,379.590576171875,99682900.0,1.0,3.0,13.0,4.0,2021.0
2021-04-02,377.49653967642456,379.6474546643085,377.2880815920562,379.590576171875,99682900.0,1.0,3.0,13.0,4.0,2021.0
2021-04-03,377.49653967642456,379.6474546643085,377.2880815920562,379.590576171875,99682900.0,1.0,3.0,13.0,4.0,2021.0
2021-04-04,377.49653967642456,379.6474546643085,377.2880815920562,379.590576171875,99682900.0,1.0,3.0,13.0,4.0,2021.0
2021-04-05,382.2911044778064,385.5885249698861,382.2153146703845,385.0389404296875,91684800.0,5.0,0.0,14.0,4.0,2021.0
2021-04-06,384.4704869271347,385.8728153916663,384.1293604652393,384.81158447265625,62021000.0,6.0,1.0,14.0,4.0,2021.0
2021-04-07,384.6409767036579,385.60744851743874,384.1766954768959,385.2568664550781,55836300.0,7.0,2.0,14.0,4.0,2021.0
2021-04-08,386.52653115479086,387.1424208677092,385.5789996221879,387.0855712890625,57863100.0,8.0,3.0,14.0,4.0,2021.0
2021-04-09,386.96239478498376,390.07029688102585,386.8392110660328,389.8997192382813,61104600.0,9.0,4.0,14.0,4.0,2021.0
2021-04-10,386.96239478498376,390.07029688102585,386.8392110660328,389.8997192382813,61104600.0,9.0,4.0,14.0,4.0,2021.0
2021-04-11,386.96239478498376,390.07029688102585,386.8392110660328,389.8997192382813,61104600.0,9.0,4.0,14.0,4.0,2021.0
2021-04-12,389.29334261461736,390.31666396413743,388.6774528911601,390.0419006347656,56704900.0,12.0,0.0,15.0,4.0,2021.0
2021-04-13,389.93764127349846,391.83270429408094,389.5491498843151,391.1978454589844,56551000.0,13.0,1.0,15.0,4.0,2021.0
2021-04-14,391.1694773428785,392.2401927312513,389.3123234102263,389.8619079589844,61659900.0,14.0,2.0,15.0,4.0,2021.0
2021-04-15,392.0317103642805,394.3247495327733,391.9843453513801,394.0499572753906,60229800.0,15.0,3.0,15.0,4.0,2021.0
2021-04-16,395.3574893094131,395.9828635234013,393.9172519451873,395.3669738769531,82037300.0,16.0,4.0,15.0,4.0,2021.0
2021-04-17,395.3574893094131,395.9828635234013,393.9172519451873,395.3669738769531,82037300.0,16.0,4.0,15.0,4.0,2021.0
2021-04-18,395.3574893094131,395.9828635234013,393.9172519451873,395.3669738769531,82037300.0,16.0,4.0,15.0,4.0,2021.0
2021-04-19,394.4194860084357,394.8742826387559,392.0790819603542,393.424560546875,78498500.0,19.0,0.0,16.0,4.0,2021.0
2021-04-20,392.19279357038414,393.3108738772448,389.0469818344049,390.5440979003906,81851800.0,20.0,1.0,16.0,4.0,2021.0
2021-04-21,389.9186693777714,394.4478684723751,389.77651652968217,394.2394104003906,66793000.0,21.0,2.0,16.0,4.0,2021.0
2021-04-22,394.06888220228007,394.9121701853349,389.5586230915933,390.6387939453125,97582800.0,22.0,3.0,16.0,4.0,2021.0
2021-04-23,391.2073253041885,396.305049394628,391.13153550748166,394.874267578125,73209200.0,23.0,4.0,16.0,4.0,2021.0
2021-04-24,391.2073253041885,396.305049394628,391.13153550748166,394.874267578125,73209200.0,23.0,4.0,16.0,4.0,2021.0
2021-04-25,391.2073253041885,396.305049394628,391.13153550748166,394.874267578125,73209200.0,23.0,4.0,16.0,4.0,2021.0
2021-04-26,395.5375442396298,396.2766176390851,394.9405947792301,395.6986083984375,52182400.0,26.0,0.0,17.0,4.0,2021.0
2021-04-27,396.00186421846695,396.2008666690119,394.4573831245252,395.6133728027344,51303100.0,27.0,1.0,17.0,4.0,2021.0
2021-04-28,395.88818626075977,397.02523577826383,395.0259290113205,395.4996948242188,51238900.0,28.0,2.0,17.0,4.0,2021.0
2021-04-29,398.26644801025617,398.6454548279253,394.5900211544957,398.0200805664063,78544300.0,29.0,3.0,17.0,4.0,2021.0
2021-04-30,395.71763937529647,396.5798966288045,394.4953154756674,395.4049377441406,85527000.0,30.0,4.0,17.0,4.0,2021.0
2021-05-01,395.71763937529647,396.5798966288045,394.4953154756674,395.4049377441406,85527000.0,30.0,4.0,17.0,4.0,2021.0
2021-05-02,395.71763937529647,396.5798966288045,394.4953154756674,395.4049377441406,85527000.0,30.0,4.0,17.0,4.0,2021.0
